The results are ordered in the same order as in c_rc_df (according to protein name),,,,,,,,
pos_1_res4_ft,pos_2_res4_ft,pos_3_res4_ft,pos_1_res7_ft,pos_2_res7_ft,pos_3_res7_ft,pos_1_res12_ft,pos_2_res12_ft,pos_3_res12_ft
0.490126738,0.171355967,0.998537511,0.730365028,0.219622991,0.991324509,0.674698973,0.567772463,0.999568198
0.999645249,0.186267714,0.082979726,0.999772602,-0.315870329,0.491901916,0.999734875,-0.109368366,0.125087134
0.363162175,-0.516946716,-0.174177437,0.252054994,-0.457108724,-0.355719148,0.410392564,-0.419767527,-0.501259189
-0.145736719,0.156834279,0.999800476,-0.444825638,0.298327347,0.97991003,-0.430201567,0.627895796,0.998695129
-0.492598241,-0.050548144,0.934091594,-0.503617219,-0.043168358,0.929405986,-0.460700775,-0.177586878,0.916757948
0.894651787,-0.82952324,0.902740678,0.896391544,-0.852539487,-0.478875216,0.894106552,-0.766658427,0.750080547
0.971825073,0.682251977,-0.940280345,0.973155771,0.355041696,0.351766883,0.974132492,0.780187146,-0.81091195
0.583507571,0.997457318,0.999727223,0.737574436,0.985017842,0.99996109,0.714586249,0.991452528,0.999507406
-0.451984161,0.995298616,0.999317435,-0.065913794,0.99415567,0.998851591,-0.180649777,0.995309002,0.994681844
-0.956242892,-0.23466441,-0.32007599,-0.936435833,0.559334023,-0.360054204,-0.942132605,0.557861223,-0.364336941
0.592484839,0.99953747,-0.313514189,0.604170017,0.99120998,-0.496982134,0.607340097,0.998056583,-0.489417963
0.069696956,0.812161522,0.080882215,0.05955708,-0.471014098,-0.783270276,0.061345866,-0.746570201,-0.521959996
-0.357846409,0.996558652,0.963295309,-0.192008269,0.986298106,0.980124023,-0.150085302,0.930740291,0.978350644
0.999255851,0.738706481,0.369973935,0.999177296,0.900825363,0.96544891,0.99925409,0.970136467,0.925697345
0.767792334,-0.248648247,-0.569902059,0.68409877,-0.302820295,0.321602389,0.683849944,-0.334415279,-0.370487074
0.681174939,0.991722972,0.999541137,0.931705889,0.993749059,0.999980105,0.838463367,0.995010196,0.998625284
-0.288637163,0.914144152,0.998283592,0.961246307,0.899698629,0.98270671,0.960454649,0.907855233,0.997512703
0.670774865,0.796326468,-0.479220565,0.581642699,0.843838359,0.573351257,0.569700713,0.86378221,-0.900456142
0.46624041,0.996632048,0.247822168,0.466204303,0.99583399,-0.205882826,0.49120919,0.973498512,0.621996311
0.006289085,-0.678295791,0.977248593,-0.19145196,-0.551152707,0.974465436,-0.193089866,-0.429255946,0.976718277
0.943784187,0.981251406,-0.779746666,0.89043021,0.983681293,-0.085130545,0.881470453,0.775067489,-0.031889638
0.492113857,-0.55542386,0.999726254,0.567327081,-0.327173737,0.997137223,0.559217237,-0.364744151,0.997476397
0.997768986,0.995325027,0.992413312,0.997916828,0.993247595,0.986344233,0.997216861,0.991286297,0.998949167
0.876333128,-0.446535401,0.99987479,0.651478493,-0.55747873,0.999845313,0.705631001,-0.213298528,0.997520497
-0.309915648,0.82044732,0.985097231,-0.49003074,0.786322267,0.109259139,-0.507700795,0.839017638,0.563429153
0.999438539,0.982649448,0.915651006,0.99837709,0.988940003,0.926933038,0.997920068,0.992534801,0.927798462
0.998605907,0.956344708,0.99987576,0.997434736,0.949441978,0.980998221,0.997222658,0.949873822,0.995895548
-0.049635935,0.883047522,0.166569658,-0.42037739,0.907516989,0.535278237,-0.219056632,0.93248185,0.270342911
0.364984199,0.995200484,0.678952372,0.853803675,0.998003395,0.060584406,0.858951434,0.99194848,0.329078016
0.848460322,-0.444973338,0.98375908,0.608800584,0.794600648,0.990192805,0.519724065,0.367440411,0.989515056
0.660656618,0.952474957,0.710130581,0.784522513,0.835455068,0.134788897,0.689932615,0.837291043,0.84779664
0.567079619,-0.548382774,0.549890962,0.391556641,-0.507073967,0.867296889,-0.262713471,-0.591674121,0.858653989
0.832328955,0.99693713,0.998872796,0.994254606,0.994880795,0.997802233,0.965316175,0.996248739,0.999772676
0.931521915,0.999901056,0.999361325,0.67910266,0.999749403,0.998114834,0.816416513,0.996051417,0.995190593
-0.897261748,0.998650927,0.999964859,-0.781454916,0.997365745,0.998828801,-0.847907065,0.997129761,0.99828748
0.301765534,0.976783925,0.997491499,0.45267739,0.970947676,0.991899029,0.465635404,0.962499256,0.99997047
0.996602961,0.088752225,0.714976502,0.997912903,0.429267271,-0.114938124,0.99742779,0.704034256,0.985369717
0.99847147,0.89597488,0.999823146,0.999528453,0.907473272,0.994082658,0.999352041,0.92320512,0.999563773
-0.689745345,0.999932366,0.999822849,0.189761948,0.998765303,0.994068171,-0.112146721,0.999789857,0.998662507
0.993323913,0.839557357,0.999823146,0.993279958,0.859016881,0.993842767,0.993205078,0.820799922,0.998996339
0.512005473,0.998499909,0.807955789,0.486941523,0.990237789,0.745676354,0.401886783,0.99035763,0.808948112
0.500009981,0.99962987,-0.282615602,0.494575208,0.994538792,-0.105718749,0.422246397,0.994627468,-0.228668955
0.454272055,0.328117736,0.89117615,0.315614379,0.232389474,0.961553486,0.282941619,0.230548146,0.925408654
0.571303655,0.68751411,-0.947188813,0.567994928,0.131168147,-0.681212523,0.570678487,-0.071809727,-0.928066973
0.065785186,-0.623408049,-0.114232242,-0.099193837,-0.631162704,-0.063607287,-0.227725789,-0.645300362,-0.08462393
0.305431543,0.820451882,0.732352255,0.56582604,0.788873353,0.83744411,0.592759954,0.844695677,0.774117522
0.846029283,0.120629639,-0.176253517,0.903042757,0.023877854,0.410718222,0.870591115,0.280107408,0.054548984
0.562809877,0.733249469,0.997212473,0.401634774,0.176099448,0.992858282,0.41345278,0.358164351,0.999335962
-0.023879381,0.610418635,0.277407814,0.048829666,0.769038023,-0.871318044,0.01295074,0.63561209,-0.93622217
0.282512038,0.500995413,0.998067089,0.265011204,0.556900941,0.99172068,0.308004861,0.733922781,0.999831957
0.699963706,0.949359847,0.999632772,0.9508271,0.949542774,0.999878166,0.974118299,0.95924176,0.999259506
0.303691811,0.665904173,0.956110021,0.69492708,0.696009473,0.991818168,0.790876492,0.059632619,0.967536083
0.763724439,0.908993871,0.900221919,0.5265631,0.965734712,0.658706604,0.574479828,0.984268564,0.000892921
0.300497558,0.616656123,0.98447829,0.287384502,0.62355963,0.928414953,0.356897005,0.686408934,0.966748461
0.399455749,0.842027982,0.992227952,0.419629721,0.83510891,0.960375905,0.481562993,0.859464652,0.979202684
0.631187966,0.031556614,-0.061599159,0.758434343,0.555759764,-0.224963305,0.728930113,0.267202748,-0.119866562
0.648470479,0.103810407,0.995139626,-0.126159532,0.4386257,0.99985637,-0.287540737,-0.125013556,0.999679091
0.208726614,0.163897679,0.999678118,0.111270708,-0.122419633,0.990641119,0.279219535,0.916877649,0.997504255
0.351213864,0.997311755,0.999619772,-0.286661788,0.99323119,0.972729795,-0.009022493,0.997905097,0.981959106
0.988636801,0.719309408,0.997952151,0.997076095,0.501793929,0.990302319,0.99784006,0.455955156,0.998515976
0.204420382,0.997954497,0.999624145,0.938277251,0.998329997,0.988972192,0.941206839,0.995617931,0.997759507
-0.028341814,0.101990239,0.429232412,0.22432482,0.02111896,0.344482926,0.145323939,0.278341536,0.439224481
0.996360916,0.267512199,0.368128163,0.998424027,0.134670387,0.990540109,0.997839722,0.816104728,0.946475539
0.707268026,-0.716106205,-0.877627807,0.702228103,-0.60086721,-0.427765123,0.778827089,-0.135063141,-0.391677835
-0.924491678,0.566397454,0.999769166,-0.822541839,0.438675838,0.998843499,-0.827914431,0.3707321,0.999472118
0.743683558,0.942301979,0.996819392,0.798758573,0.986182748,0.994796378,0.734639159,0.991680235,0.998418951
-0.186340599,0.992967817,0.999558013,0.349995135,0.984966177,0.999859433,0.227792687,0.992379429,0.999984749
0.987242593,0.992946777,0.382140224,0.988715833,0.56951644,-0.22532926,0.988718085,0.462114339,0.292233749
0.760027128,0.555723282,-0.229788673,0.839947636,0.723792759,0.226585431,0.70689111,0.718608608,0.319097026
0.996773046,0.994277747,0.645353502,0.99843976,0.996410994,0.88338232,0.998564856,0.993070326,0.92628612
0.604037303,0.518557951,0.004952502,0.740836784,0.740125772,-0.899833283,0.652557121,0.753605674,-0.936938304
0.988964212,0.248170173,0.680334323,0.988688375,0.578938659,0.418941709,0.989758603,0.15608519,0.335541583
0.902072381,0.245254381,-0.679114315,0.740959088,0.378314024,-0.558784642,0.785190893,0.149343566,-0.389458723
0.680333509,0.985572805,-0.226375354,0.653049413,0.909165535,0.506640061,0.57906431,0.872312646,0.240952611
0.998940049,0.941566651,0.399890984,0.998361419,0.938530152,0.755071415,0.998291398,0.930923098,0.385223254
0.996490688,0.942054975,0.985074301,0.996454493,0.949319362,0.934290843,0.995847401,0.967672448,0.978880719
0.083084103,-0.392157923,-0.971289134,-0.109834133,-0.108576496,0.196828686,-0.002779927,-0.169922391,-0.090751294
0.931719193,-0.504073111,-0.425327916,0.872784446,-0.142397677,-0.987113187,0.866648921,0.099201777,-0.930708075
0.932728672,-0.488219543,0.327050392,0.933989512,-0.345574402,-0.915994426,0.936333357,-0.11814258,0.263088034
0.998862454,0.990224836,0.818695577,0.997186786,0.989723077,0.652550328,0.998011508,0.997552526,0.951122348
0.035106695,0.981719147,-0.118599897,0.15014985,0.998581107,-0.293879649,0.204820258,0.990021176,-0.264432928
0.99929128,-0.637334307,0.87732445,0.99945547,-0.222381281,0.608410214,0.999469203,0.624695507,0.86918149
-0.385298629,0.888618519,0.997690268,0.002377641,0.879635522,0.994450782,-0.078311256,0.880436276,0.999668741
0.809543579,0.948439136,0.846412292,0.815434321,0.995312702,0.95223326,0.816522044,0.970472088,0.981432283
0.659520425,0.776856436,0.85142168,0.917745217,0.763535611,0.591040854,0.917174147,0.785576048,0.680368599
0.593867062,0.942086936,0.998633183,0.3980309,0.473425968,0.984230716,0.418090341,0.715009318,0.998945143
0.35556594,-0.143184923,0.095879837,0.339451224,-0.058052406,0.460672062,0.39575928,0.001332428,0.805741893
0.550604995,0.99827081,0.997237022,0.348969763,0.992019719,0.986499455,0.330173527,0.996465895,0.999358468
0.208408479,-0.445644257,0.997876533,0.026413589,-0.35517492,0.994893469,0.030374588,-0.348263319,0.999433727
0.547651777,0.998598948,0.997164426,0.32006592,0.995697154,0.986749829,0.325528321,0.993425489,0.99979856
0.547651777,0.998598948,0.997164426,0.32006592,0.995697154,0.986749829,0.32379927,0.994702987,0.999668851
-0.803364082,0.867955749,-0.821773187,-0.986779623,0.957176305,-0.116203646,-0.840414257,0.995705811,-0.37116314
0.369415428,0.986015054,0.922765519,0.505438797,0.924842283,-0.36141762,0.39106091,0.874062991,-0.353927295
-0.20927815,0.886106655,0.938146963,-0.412483479,0.202508648,0.605263528,-0.378822584,0.054564369,0.926602667
0.214391468,-0.432465135,0.830421133,-0.192224809,-0.388399113,0.653013528,-0.068860066,-0.331053573,0.801223579
0.997121093,0.321225128,0.994839449,0.998782181,0.098066655,0.987866875,0.99895191,-0.051227194,0.988701181
0.998312176,0.99534126,0.999974879,0.997060266,0.995448291,0.979285199,0.99741073,0.997278243,0.994679279
-0.12485669,0.324739311,0.413848343,0.819596735,0.825317811,-0.227860571,0.734021832,0.862902188,-0.251073985
0.992307876,0.785867425,0.931435063,0.997468201,0.858512569,0.849678736,0.99858705,0.894153208,0.897411577
-0.744627002,0.864727191,-0.190346947,-0.413502051,0.874945316,-0.991103442,-0.498193826,0.873654917,-0.943599569
0.700419448,0.616592026,0.965169619,0.755413971,0.665567302,0.981681336,0.722967586,0.768179743,0.978275379
-0.205208992,0.999961441,0.44753608,-0.924674024,0.99997498,0.199801443,-0.867298551,0.999710054,-0.136881007
0.994668514,0.243150557,0.999191125,0.998944551,0.539717907,0.98767953,0.998986634,0.708141474,0.981763121
0.752059045,-0.223434361,0.998471413,0.631203081,0.952662668,0.995127645,0.630628118,0.898055058,0.996573378
0.801925592,0.802100236,0.708008064,0.753446606,0.724182128,0.111065427,0.733798715,0.970430663,0.630145098
0.99784078,0.997569006,0.58944642,0.999439244,0.988405836,0.884161331,0.999523933,0.989622691,0.598735147
-0.280992693,0.995362796,0.999884261,0.130485521,0.99258229,0.999828959,0.009115133,0.994968945,0.999362006
-0.022060915,-0.521908145,0.754460181,0.739075377,0.882953633,0.379025373,0.838656346,-0.051758899,0.977443663
0.999742649,0.943832486,0.779401634,0.999355976,0.9053546,-0.022362173,0.999438035,0.986783796,0.939560286
0.538135779,0.924185722,0.663802309,0.714436865,0.988943951,0.913777155,0.617180029,0.965189333,0.932308747
0.518725383,0.97091896,0.958877919,0.627961928,0.964122517,0.988770771,0.61118665,0.983441451,0.963277568
0.908714369,0.719543213,0.430475269,0.933039924,0.805413727,0.45808621,0.912160406,0.592583071,0.480441617
0.999457314,0.772949597,-0.618334012,0.999609463,0.821194856,-0.808413159,0.99992345,0.940255735,-0.741962171
0.996559526,0.929783669,0.216199281,0.997279714,0.939069125,0.742080501,0.997345766,0.88984733,0.687422614
0.524830598,0.980590541,0.770677064,0.611457307,0.924774595,0.956839556,0.117078864,0.44998034,0.940647275
0.704457003,0.864352347,0.560040888,0.620014869,0.983366179,-0.581692178,0.919568178,0.662563054,-0.674467909
-0.260644267,0.909003814,0.996653454,0.795250784,0.89195376,0.992842584,0.875458036,0.76812114,0.995432755
-0.302799328,0.949977655,0.987678324,0.768595603,0.939150448,0.97080544,0.85627198,0.837502981,0.991367613
0.068489012,0.888396905,0.952919042,0.106818961,0.911477786,0.882935536,0.194433946,0.869938574,0.938064106
-0.15689171,0.755168563,0.288635112,0.545909444,0.760167629,0.001719582,0.420776702,0.753543224,-0.028316143
-0.193708821,0.996614186,-0.260499254,-0.321489522,0.997127134,-0.624079219,-0.175684907,0.997421305,-0.700859538
-0.579266614,-0.661778484,0.990199251,-0.69541224,-0.727623345,0.953001313,-0.592440558,-0.702942791,0.975110525
0.960626697,0.880972912,0.716829549,0.967806859,0.965063693,0.223976783,0.969765999,0.98771543,0.115301
-0.154038624,-0.473528382,0.936374899,-0.163693771,-0.762690602,0.930809561,-0.173262989,-0.535247732,0.99302989
0.477909179,0.993157661,0.975116041,0.566859247,0.995064321,0.89753163,0.615078271,0.99813845,0.859789995
-0.951516901,0.925388516,0.801421878,-0.501083736,-0.076376999,-0.128133808,-0.470227325,-0.244917649,0.989806986
0.366662421,-0.449267753,-0.692040905,0.375011711,-0.390975455,-0.565183798,0.430363865,-0.408744614,-0.67461138
0.992772608,0.81127658,-0.777339607,0.992284494,0.825598,0.463684267,0.992006106,0.889196408,-0.228771332
0.999997215,0.939512906,0.770998388,0.999562281,0.856168584,-0.047828751,0.999551961,0.95923584,0.938962514
0.999235046,0.986350827,0.446562867,0.998543256,0.996425708,0.469047054,0.998622213,0.986086568,0.908821083
0.591551197,0.891971574,0.998505471,0.116907009,0.901081983,0.983924162,0.085184728,0.928544268,0.994267493
0.696656867,0.773472374,0.476188294,0.265640857,0.89135151,0.426861992,0.290513882,0.961416356,0.374742839
0.065132931,0.85908489,0.442841537,0.241902908,0.887687021,0.354723123,0.332496278,0.817905079,0.397875151
0.972826571,0.951226664,0.854559196,0.636301089,0.947205456,0.760040337,0.840232232,0.977034221,0.811787453
0.328397406,0.999941267,0.999997906,0.240325302,0.999840894,0.997227983,0.059029114,0.99973445,0.998670422
0.565704531,0.995936738,0.721570356,0.159464734,0.98919413,0.656776537,0.204702435,0.9840401,0.940630409
0.240848724,0.382898666,0.999398451,0.826494632,0.657293247,0.994023664,0.523662184,0.52894416,0.999448918
0.561250502,-0.546783127,0.063836405,0.556666334,-0.472057168,0.296565489,0.554789147,-0.253058644,0.858316698
0.671618263,0.506168346,0.992301938,0.464749876,0.620189424,0.989012789,0.43685853,0.59742394,0.989700334
0.441412683,-0.216937742,-0.637511634,0.335974122,-0.08154882,-0.887407308,0.392603395,-0.123844654,-0.999582001
0.394883464,0.398337924,0.995241616,-0.068842811,0.580861175,0.982935561,-0.005214805,0.405327505,0.992027764
0.989127297,0.928534258,0.049027946,0.608461924,0.770007338,0.271105078,0.590202137,0.983253548,0.279436474
0.614034868,-0.108109683,0.728252975,0.49820081,-0.19385577,0.913442859,0.601380243,0.073232393,0.983250692
-0.575526566,-0.575557453,-0.342196123,-0.768014867,0.20768837,-0.46249346,-0.347729646,0.230114733,-0.456398128
0.873018051,0.823945582,-0.387900377,0.621236326,0.541033474,-0.493855588,0.451938463,0.9297379,-0.328724676
0.510353095,0.91811911,0.76369348,0.154856536,0.972792032,0.843865221,0.12075042,0.752626678,0.86292696
-0.944883364,-0.468752988,0.832506833,-0.542476627,-0.932874093,0.802244788,-0.609811601,-0.231339747,0.385079195
0.548012688,0.933093104,0.941131642,0.668968889,0.968073165,0.889314001,0.632257434,0.992163612,0.902336964
0.581448921,-0.650432085,0.967965005,0.874536996,-0.461983332,0.965451086,0.875452178,-0.49234207,0.946066953
-0.482959446,0.958795112,0.997299038,-0.544341943,0.941648914,0.991125239,-0.564958414,0.951276413,0.999616834
-0.383243015,0.723944801,0.839586468,0.764881838,-0.041700746,0.699970046,0.532165523,0.489358408,0.351707184
0.77112151,0.99459589,0.57620517,0.485680647,0.999500961,0.766781138,0.605665936,0.992663389,0.745146816
0.552579718,0.995648984,0.856046175,0.633051887,0.993456237,0.510517517,0.680135807,0.984443964,0.994157088
0.152400005,-0.850992057,-0.641772396,0.157560197,-0.825947642,-0.295298952,0.155454963,-0.67343227,-0.692519918
0.087819665,-0.082284878,0.915403824,-0.085029951,0.011218315,0.832615696,-0.030246884,-0.284890661,0.894916016
-0.378545193,0.990111075,0.998866991,-0.502645298,0.996498518,0.978828236,-0.488362123,0.98444893,0.998843793
0.67208312,0.924043987,0.840618985,0.895701003,0.585995119,0.779628553,0.948760276,0.935072162,0.683695731
0.683260878,0.999449594,0.818716437,0.882124846,0.999523751,0.632034527,0.859386613,0.998877418,0.937031724
0.529384813,0.904064238,0.603933106,-0.03553412,0.989912852,0.204881856,0.147324456,0.998756908,-0.215306011
0.634073765,0.998304453,0.796257074,0.821124591,0.999245606,0.865674589,0.81951378,0.993173663,0.717204192
-0.150537222,0.994639087,0.99791889,0.822532447,0.991907534,0.98520046,0.686432884,0.998168021,0.99966099
0.998496077,0.286600112,0.979925201,0.999398882,0.858524376,0.99726964,0.999544377,0.91871082,0.990735731
0.770206244,-0.551809079,-0.647192253,0.382292731,-0.204567944,-0.754839299,0.439756962,-0.323425247,-0.726179625
0.994965303,0.196242205,0.84816071,0.995554183,-0.536631776,0.407348788,0.995238191,-0.657629305,0.440277956
-0.859499012,0.199902779,0.999798581,-0.750282318,0.054675559,0.999687786,-0.865051788,-0.13763303,0.999383948
-0.601578619,0.999065801,0.99402301,-0.596013975,0.995588419,0.967861661,-0.515011158,0.994153915,0.98997228
0.997141398,0.269680433,0.997886348,0.996030456,0.925660079,0.985029155,0.99543845,0.753749564,0.993212366
-0.088913738,0.993790401,0.597478937,-0.428663406,0.993391645,-0.689526458,-0.275270409,0.992082412,-0.042158105
0.226963145,0.721533696,0.936847173,0.300363567,0.524107218,0.960032531,0.347515351,0.844229282,0.953969177
0.940390346,0.850178536,0.99685335,0.963193161,0.911056571,0.995200116,0.985711066,0.94107166,0.999134514
0.979105234,0.961018233,0.592781715,0.979688743,0.951742264,0.993606142,0.978791945,0.940845148,0.967513963
0.888565668,0.967906996,0.917014954,0.866947278,0.972828559,0.854854227,0.865424563,0.961100226,0.909225338
-0.720745447,-0.238162608,0.863333296,-0.49543437,-0.288219178,0.300531777,-0.533720332,-0.270817902,-0.237728988
0.996821495,0.995284051,-0.28588246,0.998461239,0.962707165,-0.369458405,0.998625621,0.986194963,-0.491545738
0.995400811,0.892004794,0.770974461,0.996204972,0.933794979,-0.183530095,0.996360315,0.974625341,-0.042114487
0.748981562,0.999069103,-0.008643186,0.729601259,0.999430166,-0.124734706,0.727013599,0.999327743,-0.068314756
0.992529196,0.751397928,-0.788967312,0.997378065,0.788139751,0.204996331,0.997912005,0.725075328,-0.149810073
0.685236457,-0.6806844,-0.431993458,-0.339894738,-0.609958267,0.295287581,-0.254513467,-0.72365876,0.177477594
0.820367339,-0.746446272,0.983988134,0.701424887,-0.323713551,0.883458423,0.721613365,-0.407075527,0.918479474
0.826959384,0.04853912,-0.453405109,0.995695811,0.100148927,0.718188433,0.999182141,0.168926826,0.32323981
0.999042516,0.995247132,-0.508773475,0.999178735,0.994279788,-0.943021922,0.999361708,0.996312361,-0.978594428
0.993590118,0.996669769,0.995903321,0.991705808,0.988509135,0.949419078,0.992678686,0.982564101,0.96397957
-0.009772652,-0.737115612,0.994195667,0.148968405,-0.546065127,0.999656125,0.252783236,-0.598535992,0.994344911
0.266063416,0.808142658,0.242901402,0.104324285,0.839192736,0.903743406,0.091760423,0.849130425,0.884434193
0.99976127,0.997996416,0.946852006,0.99854203,0.992714484,0.860018859,0.998317942,0.992486707,0.928460267
0.695705367,-0.256628684,0.99988645,0.882436761,-0.291987464,0.994781141,0.886322948,-0.2980217,0.997646046
0.049213896,0.238929825,0.998714184,-0.748049318,0.497947437,0.99870355,-0.759998082,0.029971315,0.994349666
0.451253366,0.99937165,0.999814715,0.482710547,0.986602849,0.995960347,0.556390877,0.996756727,0.99879742
0.774310038,0.999017484,0.124392289,0.794815992,0.99433883,0.775238734,0.73134957,0.997652523,0.379767389
0.922125759,0.960486442,0.663103434,0.897462538,0.983937463,0.31865962,0.887822729,0.988275309,-0.17381389
0.529226282,-0.874216865,0.917037243,0.474392505,-0.828395168,0.853982736,0.554323551,-0.657001809,0.914308131
0.168432693,-0.27220912,-0.608487578,-0.55329336,-0.967490902,0.704451717,-0.535192027,-0.928238636,0.757562015
-0.658160425,0.89888748,0.99649591,-0.607858668,0.525179826,0.992004887,-0.467705033,0.596238037,0.999660618
0.360770161,0.881262465,0.955580987,0.95222318,0.361232359,-0.312902192,0.947271403,-0.671723836,0.86122749
